#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP014692.1	1264049	1265437	+	-	-	A0U92_RS05745	WP_077812392.1	462	replication-associated recombination protein A
chr	NZ_CP014692.1	1265451	1266425	+	-	-	A0U92_RS05750	WP_077812393.1	324	RluA family pseudouridine synthase
chr	NZ_CP014692.1	1266422	1268593	+	-	-	A0U92_RS05755	WP_077812394.1	723	AsmA family protein
chr	NZ_CP014692.1	1268590	1269339	+	-	-	A0U92_RS05760	WP_077812395.1	249	hypothetical protein
chr	NZ_CP014692.1	1269591	1269800	+	-	-	A0U92_RS05765	WP_077812396.1	69	hypothetical protein
chr	NZ_CP014692.1	1269814	1271235	+	-	-	A0U92_RS05770	WP_077812397.1	473	hypothetical protein
chr	NZ_CP014692.1	1271247	1271657	+	-	-	A0U92_RS05775	WP_077812398.1	136	hypothetical protein
chr	NZ_CP014692.1	1271769	1273055	-	-	-	A0U92_RS05780	WP_077812399.1	428	DEAD/DEAH box helicase
chr	NZ_CP014692.1	1274816	1275505	+	-	-	A0U92_RS05790	WP_077812400.1	229	hypothetical protein
chr	NZ_CP014692.1	1276026	1277432	-	-	-	A0U92_RS05795	WP_077812401.1	468	sugar porter family MFS transporter
chr	NZ_CP014692.1	1277523	1279586	-	-	-	A0U92_RS05800	WP_077812402.1	687	AsmA family protein
chr	NZ_CP014692.1	1279790	1281121	-	-	-	A0U92_RS05805	WP_077812403.1	443	MFS transporter
chr	NZ_CP014692.1	1281312	1283684	+	-	-	A0U92_RS05810	WP_077812404.1	790	glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase
chr	NZ_CP014692.1	1283823	1285073	-	-	-	A0U92_RS05815	WP_077812405.1	416	hypothetical protein
chr	NZ_CP014692.1	1285408	1286853	-	-	-	A0U92_RS05820	WP_077812406.1	481	class II fumarate hydratase
chr	NZ_CP014692.1	1287933	1289459	+	-	-	A0U92_RS05830	WP_077812407.1	508	globin-coupled sensor protein
chr	NZ_CP014692.1	1289456	1290379	-	-	-	A0U92_RS05835	WP_077814279.1	307	16S rRNA (cytidine(1402)-2\'-O)-methyltransferase
chr	NZ_CP014692.1	1290463	1291932	+	-	-	A0U92_RS05840	WP_077812408.1	489	penicillin-binding protein activator
chr	NZ_CP014692.1	1292183	1294606	+	-	-	A0U92_RS05845	WP_077812409.1	807	TonB-dependent receptor
chr	NZ_CP014692.1	1294698	1294901	+	-	-	A0U92_RS05850	WP_077812410.1	67	hypothetical protein
chr	NZ_CP014692.1	1295303	1295668	-	-	-	A0U92_RS05855	WP_077812411.1	121	hypothetical protein
chr	NZ_CP014692.1	1295928	1296884	-	-	-	A0U92_RS05860	WP_077812412.1	318	lauroyl acyltransferase
chr	NZ_CP014692.1	1296881	1297897	-	-	-	A0U92_RS05865	WP_077812413.1	338	tetraacyldisaccharide 4\'-kinase
chr	NZ_CP014692.1	1297894	1300011	-	-	-	A0U92_RS05870	WP_077812414.1	705	DUF374 domain-containing protein
chr	NZ_CP014692.1	1300234	1301625	-	-	-	A0U92_RS05875	WP_077812415.1	463	NAD-dependent succinate-semialdehyde dehydrogenase
chr	NZ_CP014692.1	1301694	1302722	-	-	-	A0U92_RS05880	WP_077812416.1	342	alcohol dehydrogenase AdhP
chr	NZ_CP014692.1	1302766	1304193	-	-	-	A0U92_RS05885	WP_077812417.1	475	NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta
chr	NZ_CP014692.1	1304198	1304527	-	-	-	A0U92_RS05890	WP_077812418.1	109	NAD(P) transhydrogenase subunit alpha
chr	NZ_CP014692.1	1304532	1305749	-	-	-	A0U92_RS05895	WP_077812419.1	405	NAD(P) transhydrogenase subunit alpha
chr	NZ_CP014692.1	1306158	1307501	-	-	-	A0U92_RS05900	WP_077812420.1	447	permease DsdX
chr	NZ_CP014692.1	1307606	1308376	-	-	-	A0U92_RS05905	WP_077812421.1	256	SDR family oxidoreductase
chr	NZ_CP014692.1	1308702	1309196	-	-	-	A0U92_RS05910	WP_077812422.1	164	DUF934 domain-containing protein
chr	NZ_CP014692.1	1309183	1310895	-	-	-	A0U92_RS05915	WP_077812423.1	570	nitrite/sulfite reductase
chr	NZ_CP014692.1	1310906	1311274	-	-	-	A0U92_RS05920	WP_077812424.1	122	DUF2849 domain-containing protein
chr	NZ_CP014692.1	1311343	1312419	-	-	-	A0U92_RS05925	WP_077812425.1	358	sulfate/molybdate ABC transporter ATP-binding protein
chr	NZ_CP014692.1	1312416	1313240	-	-	-	A0U92_RS05930	WP_077812426.1	274	sulfate ABC transporter permease
chr	NZ_CP014692.1	1313240	1314097	-	-	-	A0U92_RS05935	WP_077812427.1	285	sulfate ABC transporter permease subunit CysT
chr	NZ_CP014692.1	1314090	1315127	-	-	-	A0U92_RS05940	WP_077812428.1	345	sulfate ABC transporter substrate-binding protein
chr	NZ_CP014692.1	1315313	1316821	-	-	-	A0U92_RS05945	WP_077812429.1	502	dienelactone hydrolase
chr	NZ_CP014692.1	1317221	1318804	-	-	-	A0U92_RS05950	WP_077812430.1	527	efflux transporter outer membrane subunit
chr	NZ_CP014692.1	1318801	1320069	-	-	-	A0U92_RS05955	WP_077812431.1	422	efflux RND transporter periplasmic adaptor subunit
chr	NZ_CP014692.1	1320066	1323245	-	-	-	A0U92_RS05960	WP_077812432.1	1059	efflux RND transporter permease subunit
chr	NZ_CP014692.1	1324043	1324261	+	-	-	A0U92_RS05965	WP_077812433.1	72	hypothetical protein
chr	NZ_CP014692.1	1324242	1325132	+	-	-	A0U92_RS05970	WP_077812434.1	296	serine O-acetyltransferase
chr	NZ_CP014692.1	1325205	1326854	+	-	-	A0U92_RS05975	WP_077812435.1	549	porin
chr	NZ_CP014692.1	1326871	1327902	+	-	-	A0U92_RS05980	WP_077812436.1	343	sulfate ABC transporter substrate-binding protein
chr	NZ_CP014692.1	1328884	1331319	+	-	-	A0U92_RS05985	WP_077814280.1	811	TonB-dependent receptor
chr	NZ_CP014692.1	1333800	1334870	+	-	-	A0U92_RS06000	WP_077814281.1	356	extracellular solute-binding protein
chr	NZ_CP014692.1	1336675	1337640	-	-	-	A0U92_RS06010	WP_077812437.1	321	ABC transporter ATP-binding protein
chr	NZ_CP014692.1	1337637	1338650	-	-	oppD	A0U92_RS06015	WP_077812438.1	337	ABC transporter ATP-binding protein
chr	NZ_CP014692.1	1338640	1339614	-	-	-	A0U92_RS06020	WP_077812439.1	324	ABC transporter permease
chr	NZ_CP014692.1	1339614	1340621	-	-	-	A0U92_RS06025	WP_077812440.1	335	ABC transporter permease
chr	NZ_CP014692.1	1340618	1342441	-	-	-	A0U92_RS06030	WP_077812441.1	607	ABC transporter substrate-binding protein
chr	NZ_CP014692.1	1342445	1343095	-	-	-	A0U92_RS06035	WP_077812442.1	216	SCO family protein
chr	NZ_CP014692.1	1343095	1345887	-	-	-	A0U92_RS06040	WP_077812443.1	930	DNA polymerase I
chr	NZ_CP014692.1	1345901	1346116	-	-	-	A0U92_RS06045	WP_010666503.1	71	zinc-finger domain-containing protein
chr	NZ_CP014692.1	1346188	1347315	+	-	-	A0U92_RS06050	WP_077812444.1	375	alpha/beta fold hydrolase
chr	NZ_CP014692.1	1347923	1348246	-	-	-	A0U92_RS06060	WP_077812445.1	107	hypothetical protein
chr	NZ_CP014692.1	1348522	1350813	+	-	-	A0U92_RS06065	WP_077812446.1	763	methyltransferase domain-containing protein
chr	NZ_CP014692.1	1351368	1352042	+	-	-	A0U92_RS06070	WP_077812447.1	224	glutathione S-transferase family protein
chr	NZ_CP014692.1	1352127	1353023	-	-	-	A0U92_RS06075	WP_077812448.1	298	LysR family transcriptional regulator
chr	NZ_CP014692.1	1353132	1353905	+	-	-	A0U92_RS06080	WP_077812449.1	257	SDR family oxidoreductase
chr	NZ_CP014692.1	1354021	1355205	+	-	-	A0U92_RS06085	WP_077812450.1	394	low temperature requirement protein A
chr	NZ_CP014692.1	1355788	1356702	+	-	-	A0U92_RS06090	WP_077812451.1	304	hypothetical protein
chr	NZ_CP014692.1	1356804	1357784	+	-	-	A0U92_RS06095	WP_077814282.1	326	quinolinate synthase NadA
chr	NZ_CP014692.1	1357831	1358685	+	-	-	A0U92_RS06100	WP_077812452.1	284	carboxylating nicotinate-nucleotide diphosphorylase
chr	NZ_CP014692.1	1358903	1360411	-	-	-	A0U92_RS06105	WP_077814283.1	502	ribosome biogenesis GTPase Der
chr	NZ_CP014692.1	1360458	1361846	-	-	-	A0U92_RS06110	WP_077812453.1	462	dehydrogenase
chr	NZ_CP014692.1	1361906	1362595	-	-	-	A0U92_RS06115	WP_077812454.1	229	hypothetical protein
chr	NZ_CP014692.1	1362830	1363165	+	-	-	A0U92_RS06120	WP_077812455.1	111	hypothetical protein
chr	NZ_CP014692.1	1363171	1364217	-	-	-	A0U92_RS06125	WP_077812456.1	348	enoyl-CoA hydratase/isomerase family protein
chr	NZ_CP014692.1	1364362	1364847	+	-	-	A0U92_RS06130	WP_077812457.1	161	FMN reductase
chr	NZ_CP014692.1	1365063	1365422	-	-	-	A0U92_RS06135	WP_077812458.1	119	arsenate reductase (glutaredoxin)
chr	NZ_CP014692.1	1365612	1365815	+	-	-	A0U92_RS06140	WP_077812459.1	67	cold-shock protein
chr	NZ_CP014692.1	1365910	1367082	+	-	-	A0U92_RS06145	WP_077812460.1	390	gluconolactonase
chr	NZ_CP014692.1	1367785	1368417	-	-	-	A0U92_RS06150	WP_077812461.1	210	acyltransferase
chr	NZ_CP014692.1	1368817	1369470	+	-	-	A0U92_RS06155	WP_077812462.1	217	lytic transglycosylase domain-containing protein
chr	NZ_CP014692.1	1369609	1370013	-	-	-	A0U92_RS06160	WP_077812463.1	134	hypothetical protein
chr	NZ_CP014692.1	1370234	1371208	-	-	-	A0U92_RS06165	WP_077812464.1	324	hypothetical protein
chr	NZ_CP014692.1	1371445	1372233	-	-	-	A0U92_RS06170	WP_077812465.1	262	CHAP domain-containing protein
chr	NZ_CP014692.1	1372683	1373651	-	-	-	A0U92_RS06175	WP_077812466.1	322	NAD-dependent epimerase/dehydratase family protein
chr	NZ_CP014692.1	1373697	1374239	-	-	-	A0U92_RS06180	WP_077812467.1	180	DUF192 domain-containing protein
chr	NZ_CP014692.1	1374313	1374978	-	-	-	A0U92_RS06185	WP_077812468.1	221	MBL fold metallo-hydrolase
chr	NZ_CP014692.1	1375022	1375432	-	-	-	A0U92_RS06190	WP_077814284.1	136	host attachment protein
chr	NZ_CP014692.1	1375623	1376732	+	-	-	A0U92_RS06195	WP_077812469.1	369	XdhC family protein
chr	NZ_CP014692.1	1376729	1377373	+	-	-	A0U92_RS06200	WP_077812470.1	214	nucleotidyltransferase family protein
chr	NZ_CP014692.1	1377511	1378554	+	-	-	A0U92_RS06205	WP_077812471.1	347	isopenicillin N synthase family oxygenase
chr	NZ_CP014692.1	1378581	1379942	+	-	-	A0U92_RS06210	WP_077812472.1	453	hypothetical protein
chr	NZ_CP014692.1	1379987	1381255	+	-	-	A0U92_RS06215	WP_077812473.1	422	cytosine deaminase
chr	NZ_CP014692.1	1381338	1382006	-	-	-	A0U92_RS06220	WP_077812474.1	222	glutathione S-transferase family protein
chr	NZ_CP014692.1	1382171	1382935	+	-	-	A0U92_RS06225	WP_077812475.1	254	septum formation inhibitor MinC
chr	NZ_CP014692.1	1383049	1383864	+	-	-	A0U92_RS06230	WP_077812476.1	271	septum site-determining protein MinD
chr	NZ_CP014692.1	1383861	1384157	+	-	-	A0U92_RS06235	WP_077812477.1	98	cell division topological specificity factor MinE
chr	NZ_CP014692.1	1384709	1386205	-	-	-	A0U92_RS06240	WP_077812478.1	498	malate:quinone oxidoreductase
chr	NZ_CP014692.1	1386506	1386937	+	-	-	A0U92_RS06245	WP_077812479.1	143	OsmC family protein
chr	NZ_CP014692.1	1387016	1387489	-	-	-	A0U92_RS06250	WP_077812480.1	157	DUF2269 domain-containing protein
chr	NZ_CP014692.1	1387492	1387920	-	-	-	A0U92_RS06255	WP_077812481.1	142	hypothetical protein
chr	NZ_CP014692.1	1387927	1389366	-	-	-	A0U92_RS06260	WP_077812482.1	479	SDR family oxidoreductase
chr	NZ_CP014692.1	1389413	1390420	-	-	-	A0U92_RS06265	WP_077812483.1	335	biotin synthase BioB
chr	NZ_CP014692.1	1390614	1392413	+	-	-	A0U92_RS06270	WP_077812484.1	599	EAL domain-containing protein
chr	NZ_CP014692.1	1392552	1393382	+	-	-	A0U92_RS06275	WP_077812485.1	276	ferritin-like domain-containing protein
chr	NZ_CP014692.1	1393501	1395582	+	-	-	A0U92_RS06280	WP_077812486.1	693	M13 family peptidase
chr	NZ_CP014692.1	1395677	1396432	+	-	-	A0U92_RS06285	WP_077812487.1	251	glycine/betaine ABC transporter
chr	NZ_CP014692.1	1396472	1396768	+	-	-	A0U92_RS06290	WP_077814285.1	98	hypothetical protein
chr	NZ_CP014692.1	1396793	1397287	+	-	-	A0U92_RS06295	WP_077812488.1	164	YdcF family protein
chr	NZ_CP014692.1	1398222	1399031	+	-	-	A0U92_RS06305	WP_077812350.1	269	IS5 family transposase
chr	NZ_CP014692.1	1399238	1399978	+	-	-	A0U92_RS06310	WP_077812489.1	246	glycosyltransferase family 2 protein
chr	NZ_CP014692.1	1399981	1400757	+	-	-	A0U92_RS06315	WP_077812490.1	258	TVP38/TMEM64 family protein
chr	NZ_CP014692.1	1400754	1402001	+	-	-	A0U92_RS06320	WP_077812491.1	415	hypothetical protein
chr	NZ_CP014692.1	1402634	1403605	+	-	-	A0U92_RS06325	WP_077812492.1	323	ACP S-malonyltransferase
chr	NZ_CP014692.1	1403654	1404397	+	-	-	A0U92_RS06330	WP_077812493.1	247	3-oxoacyl
chr	NZ_CP014692.1	1404670	1404909	+	-	-	A0U92_RS06335	WP_010666873.1	79	acyl carrier protein
chr	NZ_CP014692.1	1404986	1406272	+	-	-	A0U92_RS06340	WP_077812494.1	428	beta-ketoacyl-ACP synthase II
chr	NZ_CP014692.1	1406360	1406608	+	-	-	A0U92_RS06345	WP_010666875.1	82	DUF3297 family protein
chr	NZ_CP014692.1	1406586	1406780	-	-	-	A0U92_RS06350	WP_077812495.1	64	hypothetical protein
chr	NZ_CP014692.1	1406802	1408067	+	-	-	A0U92_RS06355	WP_077814286.1	421	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP014692.1	1408198	1409295	-	-	-	A0U92_RS06360	WP_077812496.1	365	pyrroloquinoline quinone biosynthesis protein PqqE
chr	NZ_CP014692.1	1409283	1409579	-	-	-	A0U92_RS06365	WP_077812497.1	98	pyrroloquinoline quinone biosynthesis peptide chaperone PqqD
chr	NZ_CP014692.1	1409579	1410310	-	-	-	A0U92_RS06370	WP_077812498.1	243	pyrroloquinoline-quinone synthase PqqC
chr	NZ_CP014692.1	1410307	1411230	-	-	-	A0U92_RS06375	WP_077812499.1	307	pyrroloquinoline quinone biosynthesis protein PqqB
chr	NZ_CP014692.1	1411315	1411395	-	-	-	A0U92_RS06380	WP_010666882.1	26	MULTISPECIES: pyrroloquinoline quinone precursor peptide PqqA
chr	NZ_CP014692.1	1412141	1412407	+	-	-	A0U92_RS06390	WP_077812500.1	88	hypothetical protein
chr	NZ_CP014692.1	1412508	1413728	+	-	-	A0U92_RS06395	WP_077812501.1	406	cation:proton antiporter
chr	NZ_CP014692.1	1413892	1415373	+	-	-	A0U92_RS06400	WP_077812502.1	493	paraquat-inducible membrane protein A
chr	NZ_CP014692.1	1415370	1417079	+	-	-	A0U92_RS06405	WP_077812503.1	569	MCE family protein
chr	NZ_CP014692.1	1417083	1417745	+	-	-	A0U92_RS06410	WP_077812504.1	220	membrane integrity-associated transporter subunit PqiC
chr	NZ_CP014692.1	1417932	1419488	-	-	-	A0U92_RS06415	WP_077812505.1	518	efflux transporter outer membrane subunit
chr	NZ_CP014692.1	1419495	1422812	-	-	-	A0U92_RS06420	WP_077812506.1	1105	nodulation protein
chr	NZ_CP014692.1	1422819	1426004	-	-	-	A0U92_RS06425	WP_077812507.1	1061	multidrug transporter subunit MdtC
chr	NZ_CP014692.1	1426014	1427279	-	-	-	A0U92_RS06430	WP_077812508.1	421	MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit
chr	NZ_CP014692.1	1427491	1427694	+	-	-	A0U92_RS06435	WP_077812509.1	67	hypothetical protein
chr	NZ_CP014692.1	1427725	1428348	+	-	-	A0U92_RS06440	WP_077812510.1	207	ankyrin repeat domain-containing protein
chr	NZ_CP014692.1	1428585	1429730	-	-	-	A0U92_RS06445	WP_077812511.1	381	site-specific DNA-methyltransferase
chr	NZ_CP014692.1	1429727	1430359	-	-	-	A0U92_RS06450	WP_077814287.1	210	ribonuclease HII
chr	NZ_CP014692.1	1430569	1430871	-	-	-	A0U92_RS06455	WP_077812512.1	100	CsbD family protein
chr	NZ_CP014692.1	1431099	1432493	+	-	-	A0U92_RS06460	WP_077814288.1	464	MFS transporter
chr	NZ_CP014692.1	1434131	1436920	+	-	-	A0U92_RS06465	WP_077812513.1	929	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
chr	NZ_CP014692.1	1437258	1438850	-	-	-	A0U92_RS06470	WP_077812514.1	530	cisplatin damage response ATP-dependent DNA ligase
chr	NZ_CP014692.1	1438847	1439869	-	-	-	A0U92_RS06475	WP_077812515.1	340	ligase-associated DNA damage response exonuclease
chr	NZ_CP014692.1	1439944	1442367	+	-	-	A0U92_RS06480	WP_077812516.1	807	ligase-associated DNA damage response DEXH box helicase
chr	NZ_CP014692.1	1442364	1443029	+	-	-	A0U92_RS06485	WP_077812517.1	221	ligase-associated DNA damage response endonuclease PdeM
chr	NZ_CP014692.1	1443118	1445193	-	-	-	A0U92_RS06490	WP_077812518.1	691	glycine--tRNA ligase subunit beta
chr	NZ_CP014692.1	1445197	1446141	-	-	-	A0U92_RS06495	WP_077812519.1	314	glycine--tRNA ligase subunit alpha
chr	NZ_CP014692.1	1446284	1447912	+	-	-	A0U92_RS06500	WP_077812520.1	542	DAK2 domain-containing protein
chr	NZ_CP014692.1	1447968	1448441	+	-	-	A0U92_RS06505	WP_077812521.1	157	YbaK/EbsC family protein
chr	NZ_CP014692.1	1449260	1449805	-	-	-	A0U92_RS06510	WP_077812522.1	181	peptide-methionine (S)-S-oxide reductase MsrA
chr	NZ_CP014692.1	1450045	1452738	-	-	-	A0U92_RS06515	WP_077812523.1	897	valine--tRNA ligase
chr	NZ_CP014692.1	1452880	1453203	-	-	-	A0U92_RS06520	WP_077812524.1	107	DUF2497 domain-containing protein
chr	NZ_CP014692.1	1453830	1455209	-	-	-	A0U92_RS06530	WP_077814289.1	459	TolC family outer membrane protein
chr	NZ_CP014692.1	1455411	1456148	-	-	-	A0U92_RS06535	WP_077812525.1	245	protein-L-isoaspartate O-methyltransferase
chr	NZ_CP014692.1	1456774	1457748	-	-	-	A0U92_RS06545	WP_077812526.1	324	glucokinase
chr	NZ_CP014692.1	1457833	1458705	-	-	-	A0U92_RS06550	WP_077814290.1	290	SDR family NAD(P)-dependent oxidoreductase
chr	NZ_CP014692.1	1458839	1460005	+	-	-	A0U92_RS06555	WP_077812527.1	388	hypothetical protein
chr	NZ_CP014692.1	1460304	1462343	+	-	-	A0U92_RS06560	WP_077812528.1	679	FUSC family protein
chr	NZ_CP014692.1	1462340	1462546	+	-	-	A0U92_RS06565	WP_077812529.1	68	DUF1656 domain-containing protein
chr	NZ_CP014692.1	1462668	1463624	+	-	-	A0U92_RS06570	WP_077812530.1	318	HlyD family secretion protein
chr	NZ_CP014692.1	1463764	1464672	-	-	-	A0U92_RS06575	WP_077812531.1	302	DMT family transporter
chr	NZ_CP014692.1	1464796	1465380	+	-	-	A0U92_RS06580	WP_077812532.1	194	TetR family transcriptional regulator
chr	NZ_CP014692.1	1465565	1466086	+	-	-	A0U92_RS06585	WP_077812533.1	173	hypothetical protein
chr	NZ_CP014692.1	1466173	1468140	+	-	-	A0U92_RS06590	WP_077812534.1	655	copper resistance system multicopper oxidase
chr	NZ_CP014692.1	1468140	1468892	+	-	-	A0U92_RS06595	WP_077812535.1	250	copper resistance protein B
chr	NZ_CP014692.1	1469085	1469312	+	-	-	A0U92_RS06600	WP_077812536.1	75	Flp family type IVb pilin
chr	NZ_CP014692.1	1469339	1469824	+	-	-	A0U92_RS06605	WP_077812537.1	161	hypothetical protein
chr	NZ_CP014692.1	1469824	1470693	+	-	-	A0U92_RS06610	WP_077812538.1	289	Flp pilus assembly protein CpaB
chr	NZ_CP014692.1	1470680	1472092	+	-	-	A0U92_RS06615	WP_077812539.1	470	type II and III secretion system protein family protein
chr	NZ_CP014692.1	1472387	1473643	+	-	-	A0U92_RS06620	WP_077812540.1	418	hypothetical protein
chr	NZ_CP014692.1	1473640	1474986	+	-	-	A0U92_RS06625	WP_077812541.1	448	CpaF family protein
chr	NZ_CP014692.1	1474990	1475961	+	-	-	A0U92_RS06630	WP_077812542.1	323	hypothetical protein
chr	NZ_CP014692.1	1475966	1476871	+	-	-	A0U92_RS06635	WP_077812543.1	301	type II secretion system F family protein
chr	NZ_CP014692.1	1476929	1477738	-	-	-	A0U92_RS06640	WP_077812350.1	269	IS5 family transposase
chr	NZ_CP014692.1	1479347	1480297	+	-	-	A0U92_RS06655	WP_077814207.1	316	IS481 family transposase
chr	NZ_CP014692.1	1480320	1481639	-	-	-	A0U92_RS06660	WP_077812544.1	439	hypothetical protein
chr	NZ_CP014692.1	1481791	1483950	-	-	-	A0U92_RS06665	WP_077812545.1	719	hypothetical protein
chr	NZ_CP014692.1	1483958	1486822	-	-	-	A0U92_RS06670	WP_077812546.1	954	DUF4159 domain-containing protein
chr	NZ_CP014692.1	1486819	1487847	-	-	-	A0U92_RS06675	WP_077812547.1	342	DUF58 domain-containing protein
chr	NZ_CP014692.1	1487844	1488902	-	-	-	A0U92_RS06680	WP_077812548.1	352	MoxR family ATPase
chr	NZ_CP014692.1	1488991	1489620	+	-	-	A0U92_RS06685	WP_077812549.1	209	DUF1285 domain-containing protein
chr	NZ_CP014692.1	1489620	1490879	+	-	-	A0U92_RS06690	WP_077812550.1	419	CCA tRNA nucleotidyltransferase
chr	NZ_CP014692.1	1491022	1492821	+	-	-	A0U92_RS06695	WP_077812551.1	599	ABC transporter ATP-binding protein
chr	NZ_CP014692.1	1492991	1493254	+	-	-	A0U92_RS06700	WP_077812552.1	87	DksA/TraR family C4-type zinc finger protein
chr	NZ_CP014692.1	1493391	1494302	-	-	-	A0U92_RS06705	WP_077812553.1	303	50S ribosomal protein L11 methyltransferase
chr	NZ_CP014692.1	1494579	1496036	-	-	gatB	A0U92_RS06710	WP_077812554.1	485	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
chr	NZ_CP014692.1	1496033	1497517	-	-	gatA	A0U92_RS06715	WP_077812555.1	494	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
chr	NZ_CP014692.1	1497517	1497807	-	-	-	A0U92_RS06720	WP_077812556.1	96	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
chr	NZ_CP014692.1	1497828	1498376	+	-	-	A0U92_RS06725	WP_077812557.1	182	Holliday junction resolvase RuvX
chr	NZ_CP014692.1	1498425	1499465	-	-	-	A0U92_RS06730	WP_077812558.1	346	hypothetical protein
chr	NZ_CP014692.1	1499462	1500901	-	-	-	A0U92_RS06735	WP_077812559.1	479	GGDEF domain-containing protein
chr	NZ_CP014692.1	1501036	1501884	+	-	-	A0U92_RS06740	WP_077812560.1	282	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
chr	NZ_CP014692.1	1501894	1503036	+	-	-	A0U92_RS06745	WP_077812561.1	380	succinyl-diaminopimelate desuccinylase
chr	NZ_CP014692.1	1503033	1503677	+	-	-	A0U92_RS06750	WP_077812562.1	214	hypothetical protein
chr	NZ_CP014692.1	1503643	1504794	-	-	-	A0U92_RS06755	WP_077814291.1	383	glycosyltransferase family 4 protein
chr	NZ_CP014692.1	1504821	1506761	-	-	-	A0U92_RS06760	WP_077812563.1	646	heparinase
chr	NZ_CP014692.1	1506813	1507478	-	-	-	A0U92_RS06765	WP_077814292.1	221	ribulose-phosphate 3-epimerase
chr	NZ_CP014692.1	1507719	1507901	+	-	-	A0U92_RS06770	WP_077812564.1	60	hypothetical protein
chr	NZ_CP014692.1	1508034	1508720	-	-	-	A0U92_RS06775	WP_077812565.1	228	hypothetical protein
chr	NZ_CP014692.1	1508732	1510099	-	-	-	A0U92_RS06780	WP_077812566.1	455	methyltransferase domain-containing protein
chr	NZ_CP014692.1	1510247	1511281	+	-	-	A0U92_RS06785	WP_077814293.1	344	hypothetical protein
chr	NZ_CP014692.1	1511284	1512546	+	-	-	A0U92_RS06790	WP_077812567.1	420	hypothetical protein
chr	NZ_CP014692.1	1512772	1513626	+	-	-	A0U92_RS06795	WP_077812568.1	284	ABC transporter substrate-binding protein
chr	NZ_CP014692.1	1513623	1514627	+	-	-	A0U92_RS06800	WP_077812569.1	334	iron ABC transporter permease
chr	NZ_CP014692.1	1514624	1515388	+	-	-	A0U92_RS06805	WP_077812570.1	254	ABC transporter ATP-binding protein
chr	NZ_CP014692.1	1516027	1516293	-	-	-	A0U92_RS06810	WP_077812571.1	88	hypothetical protein
chr	NZ_CP014692.1	1516751	1518706	-	-	-	A0U92_RS06815	WP_077812572.1	651	acetate--CoA ligase
chr	NZ_CP014692.1	1518794	1519708	-	-	-	A0U92_RS06820	WP_077812573.1	304	methylisocitrate lyase
chr	NZ_CP014692.1	1519705	1520874	-	-	-	A0U92_RS06825	WP_077812574.1	389	2-methylcitrate synthase
chr	NZ_CP014692.1	1520950	1522464	-	-	-	A0U92_RS06830	WP_077812575.1	504	MmgE/PrpD family protein
chr	NZ_CP014692.1	1522579	1524081	+	-	-	A0U92_RS06835	WP_077812576.1	500	helix-turn-helix transcriptional regulator
chr	NZ_CP014692.1	1524172	1524636	-	-	-	A0U92_RS06840	WP_077814294.1	154	DNA mismatch repair protein MutS
chr	NZ_CP014692.1	1525091	1525354	+	-	-	A0U92_RS06845	WP_077812577.1	87	hypothetical protein
